year,month,Complexity,Concentration of conditions,Conditions of affected people,Geographical Impact,Human Impact,INFORM Severity Index,INFORM Severity category,INFORM Severity category (numeric),Impact of the crisis,Last updated,Operating environment,People in need,Reliability,Society and safety,_internal_filter_date,connected_crises,country,country_level,crisis_id,crisis_name,drivers,individual_aggregated,iso3,regional_or_country,regions
2024,1,1.4,2.0,2.3,4.5,1.5,2.1,Medium,3.0,2.8,2024-01-31,0.5,2.5,Very High,2.2,2024-01-01,,"[""Senegal""]",Yes,SEN002,Climatic shocks and economic vulnerability in Senegal,"[""Drought""]",Individual,"[""SEN""]",Country,"[""Africa""]"
2024,1,2.6,4.0,3.7,3.7,1.9,3.1,High,4.0,2.6,2024-01-31,3.0,3.4,Very High,2.1,2024-01-01,,"[""El Salvador""]",Yes,SLV001,Political and Economic crisis in El Salvador,"[""Displacement"", ""Violence"", ""Floods"", ""Drought""]",Individual,"[""SLV""]",Country,"[""Americas""]"
2024,1,4.2,5.0,4.9,4.7,4.9,4.6,Very High,5.0,4.8,2024-01-30,4.5,4.7,Very High,3.9,2024-01-01,"[""KEN002"", ""ETH003"", ""YEM002"", ""UGA005""]","[""Somalia""]",Yes,SOM001,Complex crisis in Somalia,"[""Conflict"", ""Displacement"", ""Floods"", ""Drought""]",Individual,"[""SOM""]",Country,"[""Africa""]"
2024,1,3.3,1.0,1.0,1.6,2.1,1.9,Low,2.0,1.9,2024-01-30,2.5,1.0,High,3.9,2024-01-01,"[""YEM001"", ""ETH001""]","[""Somalia""]",No,SOM002,International displacement to Somalia,"[""Displacement""]",Individual,"[""SOM""]",Country,"[""Africa""]"
2024,1,4.1,3.0,4.0,4.6,4.4,4.1,Very High,5.0,4.5,2024-01-24,4.5,4.9,High,3.7,2024-01-01,"[""KEN002"", ""UGA005"", ""ETH003""]","[""South Sudan""]",Yes,SSD001,Complex crisis in South Sudan,"[""Conflict"", ""Floods"", ""Displacement""]",Individual,"[""SSD""]",Country,"[""Africa""]"
2024,1,1.1,1.0,1.4,3.8,1.6,1.6,Low,2.0,2.5,2024-01-30,1.0,1.8,Very High,1.1,2024-01-01,"[""UKR002"", ""POL002"", ""HUN002"", ""MDA002"", ""ROU002"", ""RUS002"", ""BLR002"", ""BGR002"", ""CZE002"", ""LVA002"", ""LTU002"", ""EST002""]","[""Slovakia""]",Yes,SVK002,Displacement from Ukraine to Slovakia,"[""Displacement"", ""Conflict""]",Individual,"[""SVK""]",Country,"[""Europe""]"
2024,1,2.0,3.0,2.7,3.1,1.5,2.4,Medium,3.0,2.1,2024-01-31,1.5,2.4,High,2.5,2024-01-01,"[""MWI002"", ""NAM002"", ""TZA003"", ""ZMB002"", ""ZWE001"", ""MDG002""]","[""Eswatini""]",Yes,SWZ001,Drought in Eswatini,"[""Drought""]",Individual,"[""SWZ""]",Country,"[""Africa""]"
2024,1,4.5,4.0,4.5,4.6,4.8,4.5,Very High,5.0,4.7,2024-01-31,4.5,5.0,High,4.4,2024-01-01,,"[""Syria""]",Yes,SYR001,Syrian conflict,"[""Conflict"", ""Displacement"", ""Violence""]",Individual,"[""SYR""]",Country,"[""Middle east""]"
2024,1,4.5,4.0,4.2,2.9,3.6,4.1,Very High,5.0,3.4,2024-01-31,4.5,4.4,Medium,4.4,2024-01-01,"[""TUR005""]","[""Syria""]",No,SYR002,Türkiye / Syria earthquake in Syria,"[""Earthquake""]",Individual,"[""SYR""]",Country,"[""Middle east""]"
2024,1,3.8,5.0,4.8,4.8,3.1,4.3,Very High,5.0,3.8,2024-01-31,4.0,4.6,Very High,3.6,2024-01-01,,"[""Chad""]",Yes,TCD001,Complex crisis in Chad,"[""Conflict"", ""Displacement""]",Individual,"[""TCD""]",Country,"[""Africa""]"
2024,1,3.6,5.0,4.1,0.6,3.0,3.6,High,4.0,2.3,2024-01-31,3.5,3.1,Very High,3.6,2024-01-01,"[""NER002"", ""NGA004"", ""CMR002""]","[""Chad""]",No,TCD003,Conflict in Lac province,"[""Conflict""]",Individual,"[""TCD""]",Country,"[""Africa""]"
2024,1,2.9,5.0,4.3,1.7,2.5,3.5,High,4.0,2.3,2024-01-31,2.0,3.5,Very High,3.6,2024-01-01,,"[""Chad""]",No,TCD004,Displacement from CAR to Chad,"[""Displacement""]",Individual,"[""TCD""]",Country,"[""Africa""]"
2024,1,2.9,5.0,4.3,2.0,3.0,3.6,High,4.0,2.7,2024-01-31,2.0,3.6,Very High,3.6,2024-01-01,"[""SDN001""]","[""Chad""]",No,TCD005,Displacement from Sudan to Chad,"[""Displacement""]",Individual,"[""TCD""]",Country,"[""Africa""]"
2024,1,2.3,1.0,1.3,1.2,2.4,1.8,Low,2.0,2.0,2024-01-27,2.0,1.6,Medium,2.5,2024-01-01,,"[""Thailand""]",Yes,THA001,Multiple crises in Thailand,"[""Conflict"", ""Displacement""]",Aggregated,"[""THA""]",Country,"[""Asia""]"
2024,1,1.8,,,1.1,1.8,,,,1.6,2024-01-27,1.0,,Low,2.5,2024-01-01,,"[""Thailand""]",No,THA002,Conflict in southern Thailand ,"[""Conflict""]",Individual,"[""THA""]",Country,"[""Asia""]"
2024,1,2.0,3.0,2.3,0.5,1.8,2.0,Low,2.0,1.4,2024-01-27,1.5,1.6,Medium,2.5,2024-01-01,"[""MMR002""]","[""Thailand""]",No,THA003,Displacement from Myanmar to Thailand,"[""Conflict""]",Individual,"[""THA""]",Country,"[""Asia""]"
2024,1,0.7,3.0,2.7,3.1,1.5,2.0,Low,2.0,2.1,2023-11-27,0.5,2.4,Very High,0.9,2024-01-01,,"[""Timor Leste""]",Yes,TLS003,Food Security Crisis in Timor-Leste,"[""Food Security""]",Individual,"[""TLS""]",Country,"[""Asia""]"
2024,1,2.0,2.0,1.5,3.0,1.4,1.8,Low,2.0,2.0,2023-12-29,2.5,1.0,High,1.4,2024-01-01,"[""VEN001""]","[""Trinidad and Tobago""]",Yes,TTO002,Displacement from Venezuela to Trinidad and Tobago,"[""Displacement""]",Individual,"[""TTO""]",Country,"[""Americas""]"
2024,1,2.7,1.0,1.3,4.4,2.9,2.3,Medium,3.0,3.5,2024-01-28,3.0,1.5,High,2.4,2024-01-01,"[""ESP002"", ""ITA002""]","[""Tunisia""]",Yes,TUN002,International displacement to Tunisia,"[""Displacement""]",Individual,"[""TUN""]",Country,"[""Africa""]"
2024,1,3.3,3.0,3.8,3.6,3.5,3.6,High,4.0,3.5,2024-01-31,3.5,4.5,High,3.0,2024-01-01,"[""TUR002"", ""TUR003"", ""TUR004"", ""TUR005""]","[""T\u00fcrkiye""]",Yes,TUR001,Multiple Crises in Türkiye,"[""Displacement"", ""Conflict""]",Aggregated,"[""TUR""]",Country,"[""Middle east""]"
2024,1,2.5,3.0,3.5,3.2,3.0,3.1,High,4.0,3.1,2024-01-31,2.0,3.9,Medium,3.0,2024-01-01,"[""SYR003""]","[""T\u00fcrkiye""]",No,TUR002,Displacement from Syria to Türkiye,"[""Displacement""]",Individual,"[""TUR""]",Country,"[""Middle east""]"
2024,1,2.5,1.0,1.7,2.3,2.1,2.1,Medium,3.0,2.2,2024-01-31,2.0,2.4,High,3.0,2024-01-01,"[""GRC002"", ""TUR001""]","[""T\u00fcrkiye""]",No,TUR003,International Displacement to Türkiye,"[""Displacement""]",Individual,"[""TUR""]",Country,"[""Middle east""]"
2024,1,3.0,,,1.6,3.0,,,,2.6,2024-01-31,3.0,,Low,3.0,2024-01-01,"[""TUR001""]","[""T\u00fcrkiye""]",No,TUR004,Kurdish Conflict,"[""Conflict""]",Individual,"[""TUR""]",Country,"[""Middle east""]"
2024,1,2.8,3.0,3.5,2.1,3.6,3.2,High,4.0,3.2,2024-01-31,2.5,4.0,High,3.0,2024-01-01,"[""SYR002"", ""TUR001"", ""SYR003""]","[""T\u00fcrkiye""]",No,TUR005,Türkiye / Syria earthquake in Türkiye,"[""Earthquake""]",Individual,"[""TUR""]",Country,"[""Middle east""]"
2024,1,2.1,3.0,3.2,3.2,3.2,2.9,Medium,3.0,3.2,2024-01-31,2.0,3.4,Very High,2.1,2024-01-01,,"[""Tanzania""]",Yes,TZA001,Multiple Crises in Tanzania,"[""Displacement"", ""Drought""]",Aggregated,"[""TZA""]",Country,"[""Africa""]"
2024,1,2.1,2.0,2.2,2.5,3.6,2.4,Medium,3.0,3.3,2024-01-31,2.0,2.3,High,2.1,2024-01-01,"[""BDI001"", ""COD001""]","[""Tanzania""]",No,TZA002,International Displacement to Tanzania,"[""Displacement""]",Individual,"[""TZA""]",Country,"[""Africa""]"
2024,1,2.1,3.0,3.2,2.5,1.6,2.6,Medium,3.0,1.9,2024-01-31,2.0,3.3,High,2.1,2024-01-01,"[""MWI002"", ""NAM002"", ""SWZ001"", ""ZMB002"", ""ZWE001"", ""MDG002""]","[""Tanzania""]",No,TZA003,Drought and floods in Tanzania,"[""Drought""]",Individual,"[""TZA""]",Country,"[""Africa""]"
2024,1,2.9,3.0,3.4,1.7,3.7,3.2,High,4.0,3.2,2024-01-24,2.0,3.7,Medium,3.6,2024-01-01,"[""SSD001"", ""COD001"", ""UGA001""]","[""Uganda""]",Yes,UGA005,International Displacement to Uganda,"[""Displacement""]",Individual,"[""UGA""]",Country,"[""Africa""]"
2024,1,3.1,5.0,5.0,4.9,4.5,4.3,Very High,5.0,4.6,2023-12-31,3.5,5.0,Very High,2.6,2024-01-01,"[""POL002"", ""HUN002"", ""MDA002"", ""SVK002"", ""ROU002"", ""RUS002"", ""BLR002"", ""BGR002"", ""CZE002"", ""LVA002"", ""LTU002"", ""EST002""]","[""Ukraine""]",Yes,UKR002,Conflict in Ukraine,"[""Conflict"", ""Displacement""]",Individual,"[""UKR""]",Country,"[""Europe""]"
2024,1,3.7,4.0,4.5,4.9,4.5,4.3,Very High,5.0,4.6,2023-11-29,4.0,5.0,Very High,3.3,2024-01-01,"[""PER002"", ""BRA002"", ""TTO002"", ""COL002"", ""ECU002""]","[""Venezuela""]",Yes,VEN001,Political and Economic crisis in Venezuela,"[""Socio-political"", ""Violence"", ""Floods""]",Individual,"[""VEN""]",Country,"[""Americas""]"
2024,1,4.0,5.0,5.0,4.9,4.5,4.6,Very High,5.0,4.6,2024-01-31,4.0,5.0,Very High,3.9,2024-01-01,"[""YEM002""]","[""Yemen""]",Yes,YEM001,Complex crisis in Yemen,"[""Conflict""]",Individual,"[""YEM""]",Country,"[""Middle east""]"
2024,1,3.5,1.0,1.7,1.7,2.9,2.4,Medium,3.0,2.5,2024-01-31,3.0,2.3,Very High,3.9,2024-01-01,"[""YEM001""]","[""Yemen""]",No,YEM002,International Displacement to Yemen,"[""Displacement""]",Individual,"[""YEM""]",Country,"[""Middle east""]"
2024,1,2.2,3.0,3.4,4.1,3.8,3.2,High,4.0,3.9,2024-01-31,2.0,3.8,High,2.4,2024-01-01,"[""MWI002"", ""NAM002"", ""TZA003"", ""SWZ001"", ""ZWE001"", ""MDG002""]","[""Zambia""]",Yes,ZMB002,Drought in Zambia,"[""Drought""]",Individual,"[""ZMB""]",Country,"[""Africa""]"
2024,1,3.1,3.0,3.6,4.6,3.5,3.5,High,4.0,3.9,2024-01-31,3.0,4.1,High,3.1,2024-01-01,"[""MWI002"", ""NAM002"", ""TZA003"", ""SWZ001"", ""ZMB002"", ""MDG002""]","[""Zimbabwe""]",Yes,ZWE001,Drought and political economic crisis in Zimbabwe,"[""Socio-political"", ""Drought""]",Individual,"[""ZWE""]",Country,"[""Africa""]"
2024,2,4.0,4.0,4.5,4.9,4.7,4.4,Very High,5.0,4.8,2024-02-29,4.0,5.0,Very High,3.9,2024-02-01,"[""AFG005""]","[""Afghanistan""]",Yes,AFG001,Complex crisis in Afghanistan,"[""Conflict"", ""Violence"", ""Displacement"", ""Drought"", ""Earthquake"", ""Socio-political""]",Individual,"[""AFG""]",Country,"[""Asia""]"
2024,2,3.3,3.0,2.7,1.4,2.9,2.8,Medium,3.0,2.5,2024-02-29,2.5,2.4,High,3.9,2024-02-01,"[""AFG001""]","[""Afghanistan""]",No,AFG006,Earthquake in Herat Province,"[""Earthquake""]",Individual,"[""AFG""]",Country,"[""Asia""]"
2024,2,2.2,4.0,3.9,3.7,2.2,3.1,High,4.0,2.8,2024-02-29,1.0,3.7,Medium,3.1,2024-02-01,,"[""Angola""]",Yes,AGO002,Drought in South-West Angola,"[""Drought""]",Individual,"[""AGO""]",Country,"[""Africa""]"
2024,2,2.0,3.0,2.5,2.4,2.3,2.3,Medium,3.0,2.3,2024-02-28,2.0,2.0,Very High,2.0,2024-02-01,"[""AZE002""]","[""Armenia""]",Yes,ARM002,Nagorno-Karabakh Conflict in Armenia,"[""Conflict"", ""Displacement""]",Individual,"[""ARM""]",Country,"[""Middle east""]"
2024,2,3.3,2.0,1.0,0.9,3.1,2.1,Medium,3.0,2.5,2024-02-28,3.5,0.0,Medium,3.0,2024-02-01,"[""ARM002""]","[""Azerbaijan""]",Yes,AZE002,Nagorno-Karabakh conflict in Azerbaijan,"[""Conflict"", ""Displacement""]",Individual,"[""AZE""]",Country,"[""Middle east""]"
2024,2,3.3,3.0,3.3,4.0,3.1,3.3,High,4.0,3.4,2024-02-26,3.5,3.5,Very High,3.1,2024-02-01,"[""RWA002"", ""TZA002""]","[""Burundi""]",Yes,BDI001,Climatic shocks in Burundi,"[""Violence"", ""Displacement"", ""Floods""]",Individual,"[""BDI""]",Country,"[""Africa""]"
2024,2,3.9,4.0,4.2,4.1,4.0,4.1,Very High,5.0,4.0,2024-02-29,4.5,4.4,Very High,3.2,2024-02-01,,"[""Burkina Faso""]",Yes,BFA002,Conflict and Climatic Shocks in Burkina Faso,"[""Conflict"", ""Displacement"", ""Violence""]",Individual,"[""BFA""]",Country,"[""Africa""]"
2024,2,2.6,4.0,3.8,0.2,3.8,3.3,High,4.0,2.9,2024-02-27,2.5,3.6,Very High,2.6,2024-02-01,"[""MMR002"", ""BGD001""]","[""Bangladesh""]",No,BGD002,Displacement of Rohingyas to Bangladesh,"[""Conflict"", ""Violence"", ""Displacement""]",Individual,"[""BGD""]",Country,"[""Asia""]"
2024,2,3.4,4.0,4.5,4.7,3.6,4.1,Very High,5.0,4.0,2024-02-27,4.0,5.0,Very High,2.6,2024-02-01,,"[""Bangladesh""]",Yes,BGD010,Complex crisis in Bangladesh,"[""Socio-political"", ""Displacement"", ""Floods"", ""Cyclone"", ""Food Security"", ""Epidemic"", ""Other seasonal event""]",Individual,"[""BGD""]",Country,"[""Asia""]"
2024,2,1.4,1.0,1.1,4.0,2.4,1.7,Low,2.0,3.0,2024-02-27,1.0,1.2,High,1.8,2024-02-01,"[""UKR002"", ""POL002"", ""HUN002"", ""MDA002"", ""SVK002"", ""ROU002"", ""RUS002"", ""BLR002"", ""CZE002"", ""LVA002"", ""LTU002"", ""EST002""]","[""Bulgaria""]",Yes,BGR002,Displacement from Ukraine to Bulgaria,"[""Conflict"", ""Displacement""]",Individual,"[""BGR""]",Country,"[""Europe""]"
2024,2,2.4,1.0,1.0,4.3,1.3,1.8,Low,2.0,2.6,2024-02-27,2.5,1.0,Very High,2.2,2024-02-01,"[""UKR002"", ""POL002"", ""HUN002"", ""MDA002"", ""SVK002"", ""ROU002"", ""RUS002"", ""BGR002"", ""CZE002"", ""LVA002"", ""LTU002"", ""EST002""]","[""Belarus""]",Yes,BLR002,Displacement from Ukraine to Belarus,"[""Displacement"", ""Conflict""]",Individual,"[""BLR""]",Country,"[""Europe""]"
2024,2,2.3,1.0,2.2,4.5,1.3,2.3,Medium,3.0,2.7,2024-02-29,2.5,3.3,Very High,2.1,2024-02-01,"[""BRA002"", ""BRA003""]","[""Brazil""]",Yes,BRA001,Country level Brazil,"[""Displacement"", ""Floods""]",Aggregated,"[""BRA""]",Country,"[""Americas""]"
2024,2,2.6,1.0,1.8,3.8,0.9,2.1,Medium,3.0,2.1,2024-02-29,3.0,2.6,Very High,2.1,2024-02-01,"[""VEN001""]","[""Brazil""]",No,BRA002,Displacement from Venezuela to Brazil,"[""Displacement""]",Individual,"[""BRA""]",Country,"[""Americas""]"
2024,2,1.2,3.0,3.0,2.1,1.3,2.2,Medium,3.0,1.6,2024-02-29,0.0,3.0,Medium,2.1,2024-02-01,,"[""Brazil""]",No,BRA004,Drought in the Amazonas,"[""Drought""]",Individual,"[""BRA""]",Country,"[""Americas""]"
2024,2,4.0,4.0,4.1,4.4,4.3,4.1,Very High,5.0,4.3,2024-02-29,4.0,4.2,Very High,4.0,2024-02-01,,"[""CAR""]",Yes,CAF001,Conflict and Climatic Shocks in CAR,"[""Conflict"", ""Displacement""]",Individual,"[""CAF""]",Country,"[""Africa""]"
2024,2,2.0,2.0,2.3,4.8,3.0,2.6,Medium,3.0,3.8,2024-02-29,2.5,2.6,Very High,1.5,2024-02-01,"[""VEN001""]","[""Chile""]",Yes,CHL002,Displacement from Venezuela to Chile,"[""Displacement""]",Individual,"[""CHL""]",Country,"[""Americas""]"
2024,2,3.9,4.0,4.2,4.7,3.7,4.1,Very High,5.0,4.1,2024-02-29,4.0,4.3,Very High,3.7,2024-02-01,,"[""Cameroon""]",Yes,CMR001,Multiple crises in Cameroon,"[""Conflict"", ""Displacement""]",Aggregated,"[""CMR""]",Country,"[""Africa""]"
2024,2,3.6,4.0,3.9,1.6,3.6,3.6,High,4.0,3.1,2024-02-29,3.5,3.7,Very High,3.7,2024-02-01,"[""NER002"", ""NGA004"", ""TCD003""]","[""Cameroon""]",No,CMR002,Conflict in Far North region of Cameroon,"[""Conflict""]",Individual,"[""CMR""]",Country,"[""Africa""]"
2024,2,3.9,3.0,3.4,2.7,3.4,3.5,High,4.0,3.2,2024-02-29,4.0,3.7,Very High,3.7,2024-02-01,,"[""Cameroon""]",No,CMR003,Anglophone Crisis in Cameroon,"[""Conflict""]",Individual,"[""CMR""]",Country,"[""Africa""]"
2024,2,3.0,3.0,3.0,2.5,2.2,2.8,Medium,3.0,2.3,2024-02-29,2.0,3.0,Very High,3.7,2024-02-01,,"[""Cameroon""]",No,CMR004,Displacement from CAR to Cameroon,"[""Conflict"", ""Displacement""]",Individual,"[""CMR""]",Country,"[""Africa""]"
2024,2,4.1,4.0,4.5,5.0,4.0,4.4,Very High,5.0,4.4,2024-02-29,4.0,5.0,Very High,4.2,2024-02-01,,"[""DRC""]",Yes,COD001,Complex crisis in DRC,"[""Conflict"", ""Displacement"", ""Socio-political""]",Individual,"[""COD""]",Country,"[""Africa""]"
2024,2,2.3,2.0,2.0,4.2,1.9,2.3,Medium,3.0,2.9,2024-02-29,2.0,1.9,High,2.6,2024-02-01,,"[""Congo""]",Yes,COG001,Complex crisis in Congo,"[""Conflict""]",Individual,"[""COG""]",Country,"[""Africa""]"
2024,2,3.0,4.0,4.4,5.0,4.0,4.0,High,4.0,4.4,2024-01-31,3.0,4.8,Very High,2.9,2024-02-01,,"[""Colombia""]",Yes,COL001,Conflict and Climatic Shocks in Colombia,"[""Socio-political"", ""Conflict"", ""Violence"", ""Floods"", ""Displacement""]",Individual,"[""COL""]",Country,"[""Americas""]"
2024,2,2.7,4.0,4.3,2.6,4.0,3.7,High,4.0,3.6,2024-01-31,2.5,4.6,Very High,2.9,2024-02-01,"[""VEN001""]","[""Colombia""]",No,COL002,Displacement from Venezuela to Colombia,"[""Displacement""]",Individual,"[""COL""]",Country,"[""Americas""]"
2024,2,1.5,3.0,2.7,0.9,2.9,2.2,Medium,3.0,2.3,2024-01-31,1.5,2.3,High,1.4,2024-02-01,"[""NIC001""]","[""Costa Rica""]",Yes,CRI002,Displacement from Nicaragua to Costa Rica,"[""Displacement""]",Individual,"[""CRI""]",Country,"[""Americas""]"
2024,2,0.8,1.0,1.8,4.2,2.0,1.8,Low,2.0,2.9,2024-02-27,1.0,2.6,Very High,0.6,2024-02-01,"[""UKR002"", ""POL002"", ""HUN002"", ""MDA002"", ""SVK002"", ""ROU002"", ""RUS002"", ""BLR002"", ""BGR002"", ""LVA002"", ""LTU002"", ""EST002""]","[""Czech Republic""]",Yes,CZE002,Displacement from Ukraine to Czechia,"[""Conflict"", ""Displacement""]",Individual,"[""CZE""]",Country,"[""Europe""]"
2024,2,2.6,4.0,3.3,3.2,1.9,2.9,Medium,3.0,2.4,2024-02-29,3.0,2.5,Very High,2.1,2024-02-01,,"[""Djibouti""]",Yes,DJI001,Multiple crises in Djibouti,"[""Displacement"", ""Drought""]",Aggregated,"[""DJI""]",Country,"[""Africa""]"
2024,2,1.6,1.0,0.9,1.4,1.3,1.2,Low,2.0,1.3,2024-02-29,1.0,0.8,Very High,2.1,2024-02-01,,"[""Djibouti""]",No,DJI002,International Displacement to Djibouti,"[""Displacement""]",Individual,"[""DJI""]",Country,"[""Africa""]"
2024,2,2.6,4.0,3.2,3.2,1.6,2.8,Medium,3.0,2.2,2024-02-29,3.0,2.4,Very High,2.1,2024-02-01,,"[""Djibouti""]",No,DJI003,Drought in Djibouti,"[""Drought""]",Individual,"[""DJI""]",Country,"[""Africa""]"
2024,2,1.2,1.0,1.4,4.1,2.7,1.8,Low,2.0,3.2,2023-12-28,1.0,1.8,Medium,1.4,2024-02-01,"[""VEN001""]","[""Dominican Republic""]",Yes,DOM002,Displacement from Venezuela to Dominican Republic,"[""Displacement""]",Individual,"[""DOM""]",Country,"[""Americas""]"
2024,2,2.7,1.0,1.7,5.0,3.1,2.6,Medium,3.0,3.9,2024-02-29,2.5,2.4,High,2.9,2024-02-01,"[""ESP002"", ""ITA002""]","[""Algeria""]",No,DZA002,International displacement to Algeria,"[""Displacement""]",Individual,"[""DZA""]",Country,"[""Africa""]"
2024,2,2.5,3.0,2.3,1.1,1.5,2.2,Medium,3.0,1.4,2024-02-29,2.0,1.6,Medium,2.9,2024-02-01,,"[""Algeria""]",No,DZA003,Displacement of Sahrawi refugees to Tindouf,"[""Displacement""]",Individual,"[""DZA""]",Country,"[""Africa""]"
2024,2,2.7,1.0,1.8,5.0,3.1,2.7,Medium,3.0,3.9,2024-02-29,2.5,2.6,High,2.9,2024-02-01,,"[""Algeria""]",Yes,DZA004,Multiple crises in Algeria,"[""Displacement""]",Aggregated,"[""DZA""]",Country,"[""Africa""]"
2024,2,2.3,2.0,2.4,4.6,2.4,2.6,Medium,3.0,3.3,2024-02-29,2.5,2.7,High,2.1,2024-02-01,"[""VEN001""]","[""Ecuador""]",Yes,ECU002,Displacement from Venezuela to Ecuador,"[""Displacement""]",Individual,"[""ECU""]",Country,"[""Americas""]"
2024,2,2.3,1.0,1.9,3.9,2.2,2.3,Medium,3.0,2.9,2024-02-29,2.0,2.8,Very High,2.5,2024-02-01,"[""SDN001"", ""SYR003""]","[""Egypt""]",Yes,EGY004,International displacement to Egypt,"[""Displacement"", ""Conflict""]",Individual,"[""EGY""]",Country,"[""Africa""]"
2024,2,4.1,3.0,3.2,3.9,3.5,3.6,High,4.0,3.6,2024-02-26,4.0,3.4,High,4.1,2024-02-01,"[""ETH004"", ""ETH003""]","[""Eritrea""]",Yes,ERI001,Complex crisis in Eritrea,"[""Socio-political"", ""Displacement""]",Individual,"[""ERI""]",Country,"[""Africa""]"
2024,2,1.6,1.0,1.2,4.0,2.6,1.8,Low,2.0,3.1,2024-02-29,1.5,1.4,High,1.7,2024-02-01,"[""DZA002"", ""TUN002"", ""MAR002"", ""LBY002""]","[""Spain""]",Yes,ESP002,International displacement to Spain,"[""Displacement""]",Individual,"[""ESP""]",Country,"[""Europe""]"
2024,2,0.8,1.0,1.0,3.4,1.3,1.2,Low,2.0,2.1,2024-02-27,1.0,1.0,Very High,0.6,2024-02-01,"[""UKR002"", ""POL002"", ""HUN002"", ""MDA002"", ""SVK002"", ""ROU002"", ""RUS002"", ""BLR002"", ""BGR002"", ""CZE002"", ""LVA002"", ""LTU002""]","[""Estonia""]",Yes,EST002,Displacement from Ukraine to Estonia,"[""Conflict"", ""Displacement""]",Individual,"[""EST""]",Country,"[""Europe""]"
2024,2,4.2,3.0,4.0,5.0,3.8,4.1,Very High,5.0,4.3,2024-02-29,4.5,5.0,High,3.8,2024-02-01,,"[""Ethiopia""]",Yes,ETH001,Multiple crises in Ethiopia,"[""Displacement"", ""Floods"", ""Conflict""]",Individual,"[""ETH""]",Country,"[""Africa""]"
2024,2,3.7,2.0,2.7,5.0,3.0,3.3,High,4.0,3.9,2024-02-29,3.5,3.3,Medium,3.8,2024-02-01,,"[""Ethiopia""]",No,ETH003,International Displacement to Ethiopia,"[""Displacement""]",Individual,"[""ETH""]",Country,"[""Africa""]"
2024,2,3.7,3.0,4.0,2.9,4.7,3.9,High,4.0,4.2,2024-02-29,3.5,4.9,High,3.8,2024-02-01,,"[""Ethiopia""]",No,ETH004,Northern Ethiopia,"[""Conflict"", ""Displacement""]",Individual,"[""ETH""]",Country,"[""Africa""]"
2024,2,3.2,3.0,4.0,3.9,2.7,3.6,High,4.0,3.2,2024-02-29,2.5,5.0,High,3.8,2024-02-01,"[""SOM001"", ""KEN003""]","[""Ethiopia""]",No,ETH005,Drought in Ethiopia,"[""Drought""]",Individual,"[""ETH""]",Country,"[""Africa""]"
2024,2,1.9,3.0,2.3,0.6,2.5,2.1,Medium,3.0,2.0,2024-02-28,2.0,1.6,High,1.7,2024-02-01,"[""TUR003""]","[""Greece""]",Yes,GRC002,International Displacement to Greece,"[""Displacement""]",Individual,"[""GRC""]",Country,"[""Europe""]"
2024,2,3.1,3.0,3.8,4.4,2.7,3.5,High,4.0,3.4,2024-01-31,3.0,4.5,High,3.1,2024-02-01,,"[""Guatemala""]",Yes,GTM001,Climatic Shocks and Violence in Guatemala,"[""Violence"", ""Socio-political"", ""Other seasonal event""]",Individual,"[""GTM""]",Country,"[""Americas""]"
2024,2,2.7,4.0,4.1,4.2,3.4,3.6,High,4.0,3.7,2024-01-31,2.5,4.1,High,2.9,2024-02-01,,"[""Honduras""]",Yes,HND001,Climatic Shocks and Conflict and Violence in Honduras,"[""Violence"", ""Socio-political"", ""Other seasonal event""]",Individual,"[""HND""]",Country,"[""Americas""]"
2024,2,3.7,5.0,4.8,4.0,3.5,4.3,Very High,5.0,3.7,2024-01-31,4.0,4.6,High,3.3,2024-02-01,,"[""Haiti""]",Yes,HTI001,Complex crisis in Haiti,"[""Earthquake"", ""Violence"", ""Socio-political"", ""Other seasonal event""]",Individual,"[""HTI""]",Country,"[""Americas""]"
2024,2,1.4,1.0,1.2,4.2,1.4,1.6,Low,2.0,2.6,2024-02-27,1.5,1.4,Very High,1.2,2024-02-01,"[""UKR002"", ""POL002"", ""MDA002"", ""SVK002"", ""ROU002"", ""RUS002"", ""BLR002"", ""BGR002"", ""CZE002"", ""LVA002"", ""LTU002"", ""EST002""]","[""Hungary""]",Yes,HUN002,Displacement from Ukraine to Hungary,"[""Conflict"", ""Displacement""]",Individual,"[""HUN""]",Country,"[""Europe""]"
2024,2,3.1,2.0,1.9,2.1,3.4,2.5,Medium,3.0,3.0,2024-02-27,3.5,1.7,High,2.6,2024-02-01,,"[""Indonesia""]",Yes,IDN002,Conflict in Papua,"[""Socio-political"", ""Violence""]",Individual,"[""IDN""]",Country,"[""Asia""]"
2024,2,3.2,4.0,4.2,2.7,4.0,3.8,High,4.0,3.6,2024-02-29,2.5,4.4,Low,3.7,2024-02-01,,"[""Iran""]",Yes,IRN004,Displacement from Afghanistan to Iran,"[""Displacement""]",Individual,"[""IRN""]",Country,"[""Middle east""]"
2024,2,3.8,3.0,3.6,4.7,3.8,3.8,High,4.0,4.1,2024-02-29,4.0,4.1,High,3.5,2024-02-01,"[""IRQ002"", ""IRQ003""]","[""Iraq""]",Yes,IRQ001,Multiple crises in Iraq,"[""Violence"", ""Displacement"", ""Socio-political"", ""Conflict""]",Aggregated,"[""IRQ""]",Country,"[""Middle east""]"
