year_month,crisis_id,percent_affected_pop,people_in_minimal,people_in_stressed,people_in_moderate,people_in_severe,people_in_extreme
2023-12,DZA003,0.5,22.0,37.7,40.4,,
2023-12,DZA004,100.5,99.1,0.2,0.8,,
2023-12,ECU002,100.0,57.8,39.9,2.2,,
2023-12,EGY004,100.0,99.6,0.0,0.4,,
2023-12,ERI001,100.0,70.9,0.0,29.1,,
2023-12,ESP002,100.0,99.9,0.0,0.1,,
2023-12,EST002,100.0,96.4,0.0,3.6,0.0,0.0
2023-12,ETH001,100.0,32.7,44.9,22.4,,
2023-12,ETH003,100.0,67.2,32.1,0.7,,
2023-12,ETH004,23.9,0.0,71.2,28.8,,
2023-12,ETH005,48.8,61.4,6.4,32.2,,
2023-12,GRC002,5.3,83.0,0.0,17.0,,
2023-12,GTM001,100.0,71.1,0.0,26.3,2.6,0.0
2023-12,HND001,100.0,66.7,0.0,17.0,16.3,0.0
2023-12,HTI001,100.0,34.2,22.8,23.7,12.3,7.0
2023-12,HTI002,56.4,89.3,0.6,10.1,0.0,0.0
2023-12,HUN002,37.7,98.3,0.0,1.7,0.0,0.0
2023-12,IDN002,2.0,0.0,98.2,1.8,0.0,0.0
2023-12,IND002,1.0,100.0,,,,
2023-12,IRN004,27.8,82.0,0.0,5.5,12.5,0.0
2023-12,IRQ001,100.0,87.5,6.3,5.4,0.6,0.3
2023-12,IRQ002,98.2,87.9,6.4,4.9,0.5,0.3
2023-12,IRQ003,14.5,89.2,6.4,4.0,0.3,0.0
2023-12,ITA002,100.0,99.7,0.0,0.3,,
2023-12,JOR002,79.0,79.8,0.0,15.8,3.3,1.0
2023-12,KEN001,53.6,1.9,90.9,6.3,0.9,0.0
2023-12,KEN002,2.1,47.3,0.0,52.7,,
2023-12,KEN003,51.5,0.0,94.7,4.4,0.9,0.0
2023-12,LAO003,79.6,98.1,1.5,0.4,0.0,0.0
2023-12,LBN002,100.0,0.0,73.7,26.3,,
2023-12,LBN004,100.0,0.0,31.6,68.4,,
2023-12,LBY001,100.0,0.0,83.1,16.9,,
2023-12,LBY002,100.0,0.0,97.2,2.8,,
2023-12,LBY003,29.1,0.0,56.0,44.0,,
2023-12,LKA001,100.0,0.0,68.2,27.3,4.5,0.0
2023-12,LKA002,100.0,0.0,68.2,27.2,4.5,0.0
2023-12,LKA003,20.1,98.3,1.4,0.3,0.0,0.0
2023-12,LTU002,100.0,98.2,0.0,1.8,,0.0
2023-12,LVA002,100.0,97.6,0.0,2.4,0.0,0.0
2023-12,MAR001,100.0,92.6,6.1,1.4,,
2023-12,MAR002,100.0,99.9,0.0,0.1,,
2023-12,MAR003,17.4,57.6,34.8,7.6,,
2023-12,MDA002,100.0,95.8,0.0,4.2,0.0,0.0
2023-12,MDG001,27.7,0.0,73.0,26.1,0.9,0.0
2023-12,MDG002,21.6,34.4,45.6,18.8,1.2,0.0
2023-12,MDG008,27.7,0.0,88.6,11.4,,
2023-12,MEX001,100.0,99.5,0.4,0.1,0.0,0.0
2023-12,MEX002,100.0,99.7,0.3,,,
2023-12,MEX003,48.9,99.6,0.2,0.2,0.0,0.0
2023-12,MLI001,100.0,40.6,18.9,31.3,8.3,0.9
2023-12,MMR001,100.0,2.0,65.8,23.9,8.4,0.0
2023-12,MMR002,6.2,0.0,51.8,12.5,35.7,0.0
2023-12,MMR003,8.7,0.0,69.8,23.9,6.3,0.0
2023-12,MMR004,85.1,2.3,67.5,23.6,6.6,0.0
2023-12,MMR005,19.0,95.3,0.0,4.7,0.0,0.0
2023-12,MOZ001,99.8,62.6,28.6,7.5,,
2023-12,MOZ004,33.7,0.0,82.7,17.3,,
2023-12,MOZ010,52.5,93.2,1.3,3.1,,
2023-12,MRT002,104.2,0.0,99.7,0.3,,
2023-12,MRT003,72.4,63.4,23.2,12.5,0.8,0.0
2023-12,MWI002,92.5,46.3,31.3,21.0,1.4,0.0
2023-12,MWI005,36.4,70.3,8.6,21.1,0.0,0.0
2023-12,MYS001,30.9,0.0,98.2,1.8,0.0,0.0
2023-12,NAM002,100.0,38.0,35.7,23.8,2.5,0.0
2023-12,NER001,100.0,75.0,0.0,14.0,11.0,0.0
2023-12,NER002,6.3,27.9,0.0,7.2,65.0,0.0
2024-01,AFG001,100.0,0.0,45.0,20.9,34.1,0.0
2024-01,AFG006,8.1,54.3,37.9,6.6,1.2,0.0
2024-01,AGO002,8.0,17.6,24.8,42.4,15.2,0.0
2024-01,ARM002,69.0,86.6,7.1,6.3,0.0,0.0
2024-01,AZE002,9.1,77.4,20.7,2.0,0.0,0.0
2024-01,BDI001,100.0,44.7,45.2,9.2,0.9,0.0
2024-01,BFA002,100.0,78.6,0.0,12.0,9.0,0.4
2024-01,BGD002,0.9,0.0,0.0,82.9,17.0,0.0
2024-01,BGD010,100.0,9.9,68.1,16.0,6.0,0.0
2024-01,BGR002,100.0,99.2,0.0,0.8,0.0,0.0
2024-01,BLR002,100.0,99.6,0.0,0.4,0.0,0.0
2024-01,BRA001,56.2,98.8,0.4,0.8,,
2024-01,BRA002,45.7,99.5,0.1,0.4,,
2024-01,BRA004,1.8,84.8,0.0,15.2,,
2024-01,CAF001,100.0,0.0,44.3,34.4,21.3,0.0
2024-01,CHL002,100.0,33.0,65.6,1.4,,
2024-01,CMR001,91.4,85.0,0.0,9.6,5.3,
2024-01,CMR002,18.4,70.0,0.0,9.5,20.5,
2024-01,CMR003,52.9,88.6,0.0,9.3,2.1,
2024-01,CMR004,20.1,89.3,0.0,10.7,,
2024-01,COD001,100.0,75.7,0.5,9.5,9.9,4.4
2024-01,COG001,100.0,94.9,2.7,2.3,0.0,0.0
2024-01,COL001,100.0,81.0,4.1,8.2,6.0,0.8
2024-01,COL002,49.5,12.6,66.2,11.6,8.5,1.1
2024-01,CRI002,45.0,90.4,0.0,9.6,0.0,0.0
2024-01,CZE002,100.0,96.6,0.0,3.4,0.0,0.0
2024-01,DJI001,100.0,39.3,34.0,18.2,8.5,0.0
2024-01,DJI002,57.2,95.6,0.0,4.4,,
2024-01,DJI003,100.0,41.9,34.0,15.7,8.5,0.0
2024-01,DOM002,100.0,98.9,0.0,1.1,0.0,0.0
2024-01,DZA002,100.0,99.4,0.0,0.6,,
2024-01,DZA003,0.5,22.0,37.7,40.4,,
2024-01,DZA004,100.5,99.1,0.2,0.8,,
2024-01,ECU002,100.0,57.8,39.9,2.2,,
2024-01,EGY004,100.0,99.6,0.0,0.4,,
2024-01,ERI001,100.0,70.9,0.0,29.1,,
2024-01,ESP002,100.0,99.9,0.0,0.1,,
2024-01,EST002,100.0,96.4,0.0,3.6,0.0,0.0
2024-01,ETH001,100.0,32.9,44.8,22.3,,
2024-01,ETH003,100.0,67.3,32.0,0.8,,
2024-01,ETH004,23.9,0.0,71.2,28.8,,
2024-01,ETH005,48.6,61.4,6.4,32.2,,
2024-01,GRC002,5.3,83.0,0.0,17.0,,
2024-01,GTM001,100.0,47.9,21.9,30.1,0.0,0.0
2024-01,HND001,100.0,40.3,30.9,14.7,14.1,0.0
2024-01,HTI001,100.0,28.9,22.8,26.6,13.8,7.9
2024-01,HUN002,100.0,99.3,0.0,0.7,0.0,0.0
2024-01,IDN002,2.0,0.0,98.2,1.8,0.0,0.0
2024-01,IND002,1.0,100.0,,,,
2024-01,IRN004,27.7,82.0,0.0,5.5,12.5,0.0
2024-01,IRQ001,100.0,87.5,6.3,5.4,0.6,0.3
2024-01,IRQ002,98.2,87.9,6.4,4.9,0.5,0.3
2024-01,IRQ003,14.5,89.2,6.4,4.0,0.3,0.0
2024-01,ITA002,100.0,99.7,0.0,0.3,,
2024-01,JOR002,79.0,55.9,4.6,38.5,1.0,0.0
2024-01,KEN001,52.9,1.9,90.9,6.3,0.9,0.0
2024-01,KEN002,2.1,47.3,0.0,52.7,,
2024-01,KEN003,50.8,0.0,94.7,4.4,0.9,0.0
2024-01,LAO003,79.6,98.1,1.5,0.4,0.0,0.0
2024-01,LBN002,100.0,0.0,73.7,26.3,,
2024-01,LBN004,100.0,0.0,31.6,68.4,,
2024-01,LBY001,100.0,0.0,83.2,16.8,,
2024-01,LBY002,100.0,0.0,97.2,2.8,,
2024-01,LBY003,29.0,0.0,56.0,44.0,,
2024-01,LKA001,100.0,0.0,68.2,27.3,4.5,0.0
2024-01,LKA002,100.0,0.0,68.2,27.2,4.5,0.0
2024-01,LKA003,20.1,98.3,1.4,0.3,0.0,0.0
2024-01,LTU002,100.0,98.2,0.0,1.8,0.0,0.0
2024-01,LVA002,100.0,97.6,0.0,2.4,0.0,0.0
2024-01,MAR001,100.0,0.0,98.6,1.4,,
2024-01,MAR002,100.0,0.0,100.0,0.0,,
2024-01,MAR003,100.0,0.0,98.7,1.3,,
2024-01,MDA002,100.0,95.5,0.0,4.5,0.0,0.0
2024-01,MDG001,30.6,0.0,75.6,23.9,0.5,0.0
2024-01,MDG002,25.2,37.6,45.5,16.3,0.6,0.0
2024-01,MDG008,30.6,0.0,89.5,10.5,,
2024-01,MEX001,100.0,99.5,0.4,0.1,0.0,0.0
2024-01,MEX002,100.0,99.7,0.3,,,
2024-01,MEX003,48.9,99.6,0.2,0.2,0.0,0.0
2024-01,MLI001,100.0,40.6,18.9,31.3,8.3,0.9
2024-01,MMR001,100.0,2.0,66.7,23.0,8.4,0.0
2024-01,MMR002,6.2,0.0,51.8,12.5,35.7,0.0
2024-01,MMR003,8.7,0.0,69.8,23.9,6.3,0.0
2024-01,MMR004,100.0,16.9,57.4,20.1,5.6,0.0
2024-01,MOZ001,100.0,62.8,30.7,6.5,,
2024-01,MOZ004,33.7,0.0,85.3,14.7,,
2024-01,MOZ010,52.4,93.2,3.8,3.1,,
2024-01,MRT002,104.2,0.0,99.7,0.3,,
2024-01,MRT003,71.8,63.4,23.2,12.5,0.8,0.0
2024-01,MWI002,92.5,46.3,31.3,21.0,1.4,0.0
2024-01,MWI005,36.4,70.3,8.6,21.1,0.0,0.0
2024-01,MYS001,30.9,0.0,98.2,1.8,,
2024-01,NAM002,100.0,38.0,35.7,23.8,2.5,0.0
2024-01,NER001,100.0,75.0,0.0,14.0,11.0,0.0
2024-01,NER002,6.3,27.9,0.0,7.2,65.0,0.0
2024-01,NER003,60.2,76.8,0.0,11.6,11.6,0.0
2024-01,NER004,33.5,80.4,0.0,19.6,0.0,0.0
2024-01,NGA001,85.3,54.1,33.0,12.2,0.6,0.0
2024-01,NGA003,7.9,53.1,33.2,13.7,0.0,0.0
2024-01,NGA004,7.1,12.4,36.0,36.6,13.7,1.2
2024-02,AFG001,100.0,0.0,45.0,20.9,34.1,0.0
2024-02,AFG006,8.1,54.3,37.9,6.6,1.2,0.0
2024-02,AGO002,8.0,17.6,24.8,42.4,15.2,0.0
2024-02,ARM002,69.5,86.1,7.0,6.9,0.0,0.0
2024-02,AZE002,9.0,77.0,22.5,0.6,0.0,0.0
2024-02,BDI001,100.0,44.7,45.2,9.2,0.9,0.0
2024-02,BFA002,100.0,78.6,0.0,12.0,9.0,0.4
2024-02,BGD002,0.9,0.0,0.0,83.0,17.0,0.0
2024-02,BGD010,100.0,9.9,68.1,16.0,6.0,0.0
2024-02,BGR002,100.0,99.2,0.0,0.8,0.0,0.0
2024-02,BLR002,100.0,99.6,0.0,0.4,0.0,0.0
2024-02,BRA001,49.4,98.9,0.2,0.9,0.0,0.0
2024-02,BRA002,49.2,99.5,0.1,0.3,0.0,0.0
2024-02,BRA004,1.8,84.8,0.0,15.2,0.0,0.0
2024-02,CAF001,100.0,0.0,44.3,34.4,21.3,0.0
2024-02,CHL002,100.0,33.0,65.1,1.9,0.0,0.0
2024-02,CMR001,91.4,85.0,0.0,9.6,5.3,
2024-02,CMR002,18.4,70.0,0.0,9.5,20.5,
2024-02,CMR003,52.9,88.6,0.0,9.3,2.1,
2024-02,CMR004,20.1,89.3,0.0,10.7,,
2024-02,COD001,100.0,75.7,0.5,9.5,9.9,4.4
2024-02,COG001,100.0,94.9,2.7,2.3,0.0,0.0
2024-02,COL001,100.0,81.0,4.1,8.2,6.0,0.8
2024-02,COL002,49.5,12.6,66.2,11.6,8.5,1.1
2024-02,CRI002,45.0,90.4,0.0,9.6,0.0,0.0
2024-02,CZE002,100.0,96.5,0.0,3.4,0.0,0.0
2024-02,DJI001,100.0,39.3,34.0,18.2,8.5,0.0
2024-02,DJI002,57.2,95.6,0.0,4.4,,
2024-02,DJI003,100.0,41.9,34.0,15.7,8.5,0.0
2024-02,DOM002,100.0,98.9,0.0,1.1,0.0,0.0
2024-02,DZA002,100.0,99.4,0.0,0.6,,
2024-02,DZA003,0.5,22.0,37.7,40.4,,
2024-02,DZA004,100.5,99.1,0.2,0.8,,
2024-02,ECU002,100.0,57.8,39.9,2.2,,
2024-02,EGY004,100.0,99.6,0.0,0.4,,
2024-02,ERI001,100.0,71.0,0.0,29.0,,
2024-02,ESP002,100.0,99.9,0.0,0.1,,
2024-02,EST002,100.0,97.3,0.0,2.7,0.0,0.0
2024-02,ETH001,100.0,32.9,44.8,22.3,,
2024-02,ETH003,100.0,67.3,32.0,0.8,,
2024-02,ETH004,23.9,0.0,71.2,28.8,,
2024-02,ETH005,48.6,61.4,6.4,32.2,,
2024-02,GRC002,5.4,83.0,0.0,17.0,,
2024-02,GTM001,100.0,47.9,21.9,30.1,0.0,0.0
2024-02,HND001,100.0,40.3,30.9,14.7,14.1,0.0
2024-02,HTI001,100.0,28.9,22.8,26.6,13.8,7.9
2024-02,HUN002,100.0,99.3,0.0,0.7,0.0,0.0
2024-02,IDN002,2.0,0.0,98.2,1.8,0.0,0.0
2024-02,IRN004,27.7,82.0,0.0,5.5,12.5,0.0
2024-02,IRQ001,100.0,87.5,6.3,5.4,0.6,0.3
2024-02,IRQ002,98.2,87.9,6.4,4.9,0.5,0.3
2024-02,IRQ003,14.5,89.2,6.4,4.0,0.3,0.0
2024-02,ITA002,100.0,99.7,0.0,0.3,,
2024-02,JOR002,80.4,80.2,5.3,14.3,0.3,0.0
2024-02,KEN001,52.8,1.9,90.9,6.3,0.9,0.0
2024-02,KEN002,2.1,47.3,0.0,52.7,,
2024-02,KEN003,50.7,0.0,94.7,4.4,0.9,0.0
2024-02,LBN002,100.0,0.0,73.7,26.3,,
2024-02,LBN004,100.0,0.0,31.6,68.4,,
2024-02,LBY001,100.0,0.0,83.2,16.8,,
2024-02,LBY002,100.0,88.9,0.0,11.1,,
2024-02,LBY003,29.0,56.0,0.0,44.0,,
2024-02,LKA001,100.0,68.2,7.8,24.0,,
2024-02,LKA002,100.0,68.2,7.8,24.0,,
2024-02,LKA003,28.4,96.1,2.4,1.5,,
2024-02,LTU002,100.0,98.2,0.0,1.8,0.0,0.0
2024-02,LVA002,100.0,97.7,0.0,2.3,0.0,0.0
2024-02,MAR001,100.0,92.6,6.0,1.4,,
2024-02,MAR002,100.0,99.9,0.0,0.1,,
2024-02,MAR003,17.3,57.6,34.8,7.6,,
2024-02,MDA002,100.2,95.5,0.0,4.4,0.0,0.0
2024-02,MDG001,52.7,16.0,69.9,13.4,0.7,0.0
2024-02,MDG002,25.1,33.6,44.3,20.5,1.5,0.0
2024-02,MDG008,27.6,0.0,93.1,6.9,,
2024-02,MEX001,100.0,99.5,0.4,0.1,0.0,0.0
2024-02,MEX002,92.9,99.7,0.3,,,
2024-02,MEX003,45.4,99.6,0.2,0.2,0.0,0.0
2024-02,MLI001,100.0,40.6,18.9,31.3,8.3,0.9
2024-02,MMR001,100.0,2.0,66.7,23.0,8.4,0.0
2024-02,MMR002,6.2,0.0,51.8,12.5,35.7,0.0
2024-02,MMR003,8.7,0.0,69.8,23.9,6.3,0.0
2024-02,MMR004,100.0,16.9,57.4,20.1,5.6,0.0
2024-02,MNG004,27.9,61.5,21.7,13.1,3.7,
2024-02,MOZ001,100.0,62.9,30.6,6.5,,
2024-02,MOZ004,33.6,0.0,85.3,14.7,,
2024-02,MOZ010,52.2,93.2,3.8,3.1,,
2024-02,MRT002,104.2,97.9,0.0,2.1,,
2024-02,MRT003,71.8,63.4,23.2,12.5,0.8,0.0
2024-02,MWI002,92.5,46.3,31.3,21.0,1.4,0.0
2024-02,MWI005,36.4,70.3,8.6,21.1,0.0,0.0
2024-02,MYS001,30.9,0.0,98.2,1.8,,
2024-02,NAM002,100.0,38.0,35.7,23.8,2.5,0.0
2024-02,NER001,100.0,75.0,0.0,14.0,11.0,0.0
2024-02,NER002,6.3,27.9,0.0,7.2,65.0,0.0
2024-02,NER003,60.2,76.8,0.0,11.6,11.6,0.0
2024-02,NER004,33.5,80.4,0.0,19.6,0.0,0.0
2024-02,NGA001,85.2,54.1,33.0,12.2,0.6,0.0
2024-02,NGA003,7.9,53.1,33.2,13.7,0.0,0.0
2024-02,NGA004,7.1,12.4,36.0,36.6,13.7,1.2
2024-02,NGA007,18.8,45.6,37.0,16.4,1.0,0.0
2024-03,AFG001,100.0,0.0,45.0,20.9,34.1,0.0
2024-03,AFG006,8.1,54.3,37.9,6.6,1.2,0.0
2024-03,AGO002,8.0,17.6,24.8,42.4,15.2,0.0
2024-03,ARM002,69.5,86.1,7.0,6.9,0.0,0.0
2024-03,AZE002,9.0,77.0,22.5,0.6,0.0,0.0
2024-03,BDI001,100.0,44.7,45.2,9.2,0.9,0.0
2024-03,BFA002,100.0,78.6,0.0,12.0,9.0,0.4
2024-03,BGD002,0.9,0.0,0.0,83.0,16.9,0.0
2024-03,BGD010,100.0,9.9,68.1,16.0,6.0,0.0
2024-03,BGR002,100.0,98.9,0.0,1.1,0.0,0.0
2024-03,BLR002,100.0,99.5,0.0,0.5,0.0,0.0
2024-03,BRA001,51.0,99.0,0.1,0.9,0.0,0.0
2024-03,BRA002,49.2,99.5,0.1,0.3,0.0,0.0
2024-03,BRA004,1.8,84.8,0.0,15.2,0.0,0.0
2024-03,CAF001,100.0,0.0,44.3,34.4,21.3,0.0
2024-03,CHL002,100.0,33.0,65.1,1.9,0.0,0.0
2024-03,CMR001,91.4,85.0,0.0,9.6,5.3,
2024-03,CMR002,18.4,70.0,0.0,9.5,20.5,
2024-03,CMR003,52.9,88.6,0.0,9.3,2.1,
2024-03,CMR004,20.1,89.3,0.0,10.7,,
2024-03,COD001,100.0,75.7,0.5,9.5,9.9,4.4
2024-03,COG001,100.0,94.9,2.7,2.3,0.0,0.0
2024-03,COL001,100.0,81.0,4.1,8.2,6.0,0.8
2024-03,COL002,49.5,12.6,66.2,11.6,8.5,1.1
2024-03,CRI002,45.0,90.4,0.0,9.6,0.0,0.0
2024-03,CZE002,100.0,96.5,0.0,3.4,0.0,0.0
2024-03,DJI001,100.0,39.3,34.0,18.2,8.5,0.0
2024-03,DJI002,57.2,95.6,0.0,4.4,,
2024-03,DJI003,100.0,41.9,34.0,15.7,8.5,0.0
2024-03,DOM002,100.0,98.9,0.0,1.1,0.0,0.0
2024-03,DZA002,100.0,99.4,0.0,0.6,,
2024-03,DZA003,0.5,22.0,37.7,40.4,,
2024-03,DZA004,100.5,99.1,0.2,0.8,,
2024-03,ECU002,100.0,57.8,39.9,2.2,,
2024-03,EGY004,100.0,99.5,0.0,0.5,,
2024-03,ERI001,100.0,71.0,0.0,29.0,,
2024-03,ESP002,100.0,99.8,0.0,0.2,,
2024-03,EST002,100.0,97.3,0.0,2.7,0.0,0.0
2024-03,ETH001,100.0,32.9,44.8,22.3,,
2024-03,ETH003,100.0,67.3,32.0,0.8,,
2024-03,ETH004,23.9,0.0,71.2,28.8,,
2024-03,ETH005,48.6,61.4,6.4,32.2,,
2024-03,GRC002,6.2,71.2,0.0,28.8,,
2024-03,GTM001,100.0,47.9,21.9,30.1,0.0,0.0
2024-03,HND001,100.0,40.3,30.9,14.7,14.1,0.0
2024-03,HTI001,100.0,28.9,22.8,26.6,13.8,7.9
2024-03,HUN002,100.0,99.3,0.0,0.7,0.0,0.0
2024-03,IDN002,2.0,0.0,98.2,1.8,0.0,0.0
2024-03,IRN004,27.7,82.0,0.0,5.5,12.5,0.0
2024-03,IRQ001,100.0,87.5,6.3,5.4,0.6,0.3
2024-03,IRQ002,98.2,87.9,6.4,4.9,0.5,0.3
2024-03,IRQ003,14.5,89.2,6.4,4.0,0.3,0.0
2024-03,ITA002,100.0,99.7,0.0,0.3,,
2024-03,JOR002,80.3,80.2,5.3,14.3,0.3,0.0
2024-03,KEN001,52.8,1.9,90.5,6.7,0.9,0.0
2024-03,KEN002,2.3,42.9,0.0,57.1,,
2024-03,KEN003,50.5,0.0,94.7,4.4,0.9,0.0
2024-03,LBN002,100.0,0.0,73.7,26.3,,
2024-03,LBN004,100.0,0.0,31.6,68.4,,
2024-03,LBY001,100.0,0.0,83.2,16.8,,
2024-03,LBY002,100.0,88.9,0.0,11.1,,
2024-03,LBY003,29.0,56.0,0.0,44.0,,
2024-03,LKA001,100.0,68.2,7.8,24.0,,
2024-03,LKA002,100.0,68.2,7.8,24.0,,
2024-03,LKA003,28.4,96.1,2.4,1.5,,
2024-03,LTU002,100.0,98.6,0.0,1.4,0.0,0.0
2024-03,LVA002,100.0,97.5,0.0,2.5,0.0,0.0
2024-03,MAR001,100.0,92.6,6.0,1.4,,
2024-03,MAR002,100.0,99.9,0.0,0.1,,
2024-03,MAR003,17.3,57.6,34.8,7.6,,
2024-03,MDA002,100.2,95.5,0.0,4.4,0.0,0.0
2024-03,MDG001,27.5,0.0,73.0,26.5,0.5,0.0
2024-03,MDG002,25.1,33.6,44.3,20.5,1.5,0.0
2024-03,MDG008,27.5,0.0,93.1,6.9,,
2024-03,MEX001,100.0,99.5,0.4,0.1,0.0,0.0
2024-03,MEX002,100.0,99.7,0.3,,,
2024-03,MEX003,45.4,99.6,0.2,0.2,0.0,0.0
2024-03,MLI001,100.0,40.6,18.9,31.3,8.3,0.9
2024-03,MMR001,100.0,2.0,66.7,23.0,8.4,0.0
2024-03,MMR002,6.2,0.0,51.8,12.5,35.7,0.0
2024-03,MMR003,8.7,0.0,69.8,23.9,6.3,0.0
2024-03,MMR004,100.0,16.9,57.4,20.1,5.6,0.0
2024-03,MNG004,27.9,39.0,38.6,13.8,8.6,
2024-03,MOZ001,100.0,63.0,30.8,6.2,,
2024-03,MOZ004,33.5,0.0,86.2,13.8,,
2024-03,MOZ010,52.1,93.2,3.8,3.1,,
2024-03,MRT002,104.2,97.9,0.0,2.1,,
2024-03,MRT003,71.8,63.4,23.2,12.5,0.8,0.0
2024-03,MWI002,92.5,46.3,31.3,21.0,1.4,0.0
2024-03,MWI005,36.4,70.3,8.6,21.1,0.0,0.0
2024-03,MYS001,30.9,0.0,98.1,1.9,0.0,0.0
2024-03,NAM002,100.0,38.0,35.7,23.8,2.5,0.0
2024-03,NER001,100.0,75.0,0.0,14.0,11.0,0.0
2024-03,NER002,6.3,27.9,0.0,7.2,65.0,0.0
2024-03,NER003,60.2,76.8,0.0,11.6,11.6,0.0
2024-03,NER004,33.5,80.4,0.0,19.6,0.0,0.0
2024-03,NGA001,85.0,54.1,33.0,12.2,0.6,0.0
2024-03,NGA003,7.9,53.1,33.2,13.7,0.0,0.0
2024-03,NGA004,7.1,12.4,36.0,36.6,13.7,1.2
2024-03,NGA007,18.8,45.6,37.0,16.4,1.0,0.0
2024-04,AFG001,100.0,0.0,46.7,25.6,27.6,0.0
2024-04,AFG006,7.9,54.3,37.9,6.6,1.2,0.0
2024-04,AGO002,8.0,17.6,24.8,42.4,15.2,0.0
2024-04,ARM002,69.5,86.1,7.0,6.9,0.0,0.0
2024-04,AZE002,9.0,77.0,22.5,0.6,0.0,0.0
2024-04,BDI001,100.0,44.7,45.2,9.2,0.9,0.0
2024-04,BFA002,100.0,73.0,0.0,15.1,11.4,0.5
2024-04,BGD001,100.0,41.0,35.7,16.8,6.5,0.0
2024-04,BGD002,0.9,0.0,0.0,85.4,14.6,
2024-04,BGD012,99.1,41.4,36.0,16.2,6.4,0.0
2024-04,BGR002,100.0,98.9,0.0,1.1,0.0,0.0
2024-04,BLR002,100.0,96.9,0.0,3.1,0.0,0.0
2024-04,BRA001,51.0,99.0,0.1,0.9,0.0,0.0
2024-04,BRA002,49.2,99.4,0.0,0.5,0.0,0.0
2024-04,BRA004,1.8,84.8,0.0,15.2,0.0,0.0
2024-04,CAF001,100.0,16.1,38.0,37.4,8.5,0.0
2024-04,CHL002,100.0,33.0,65.1,1.9,0.0,0.0
2024-04,CMR001,83.2,85.5,0.0,10.0,4.6,0.0
2024-04,CMR002,18.1,76.8,0.0,7.4,15.8,0.0
2024-04,CMR003,44.3,85.8,0.0,12.1,2.1,0.0
2024-04,CMR004,19.8,91.9,0.0,8.1,0.0,0.0
2024-04,COD001,100.0,77.6,0.0,9.2,9.2,4.0
2024-04,COG001,100.0,91.2,0.0,8.8,0.0,0.0
2024-04,COL001,100.0,50.1,24.2,25.6,0.0,0.0
2024-04,COL002,58.8,51.7,31.5,12.4,3.0,1.3
2024-04,CRI002,45.0,90.4,0.0,9.6,0.0,0.0
2024-04,CZE002,100.0,96.9,0.0,3.1,0.0,0.0
2024-04,DJI001,100.0,39.4,34.0,18.1,8.5,0.0
2024-04,DJI002,57.2,95.7,0.0,4.3,,
2024-04,DJI003,100.0,41.9,34.0,15.7,8.5,0.0
2024-04,DOM002,100.0,98.9,0.0,1.1,0.0,0.0
2024-04,DZA002,100.0,99.4,0.0,0.6,,
2024-04,DZA003,0.5,22.0,37.7,40.4,,
2024-04,DZA004,100.5,99.1,0.2,0.8,,
2024-04,ECU002,100.0,57.8,38.1,4.1,,
2024-04,EGY004,100.0,99.5,0.0,0.5,,
2024-04,ERI001,100.0,71.1,0.0,28.9,,
2024-04,ESP002,100.0,99.8,0.0,0.2,,
2024-04,EST002,100.0,97.4,0.0,2.6,0.0,0.0
2024-04,ETH001,100.0,0.0,83.4,7.7,8.9,
2024-04,ETH003,74.9,99.0,0.0,1.0,0.0,0.0
2024-04,ETH004,23.8,0.0,70.3,11.4,18.3,
2024-04,ETH005,73.3,0.0,79.4,8.5,12.1,
2024-04,GRC002,6.2,71.2,0.0,28.8,,
2024-04,GTM001,100.0,44.0,25.9,28.1,2.0,0.0
2024-04,HND001,100.0,43.2,28.0,14.7,14.1,0.0
2024-04,HTI001,100.0,26.0,27.0,32.9,14.1,0.0
2024-04,HUN002,100.0,99.4,0.0,0.6,0.0,0.0
2024-04,IDN002,2.0,0.0,98.2,1.8,0.0,0.0
2024-04,IRN004,27.7,82.0,0.0,5.5,12.5,0.0
2024-04,IRQ001,100.0,87.4,6.3,5.4,0.6,0.3
2024-04,IRQ002,98.2,87.9,6.4,4.9,0.5,0.3
2024-04,IRQ003,14.5,89.1,6.4,4.1,0.3,0.0
2024-04,ITA002,100.0,99.7,0.0,0.3,,
2024-04,JOR002,80.1,80.2,5.3,14.3,0.3,0.0
2024-04,KEN001,53.0,1.9,91.5,6.5,0.1,0.0
2024-04,KEN002,2.3,42.2,0.0,57.8,,
2024-04,KEN003,50.6,0.0,95.7,4.2,0.1,0.0
2024-04,LBN002,100.0,0.0,73.3,26.2,0.5,0.0
2024-04,LBN004,100.0,0.0,35.1,64.9,,
2024-04,LBY001,100.0,0.0,83.2,5.1,11.7,0.0
2024-04,LBY002,100.0,88.9,0.0,11.1,,
2024-04,LBY003,28.9,56.0,0.0,44.0,,
2024-04,LKA001,100.0,68.2,7.8,24.0,,
2024-04,LKA002,100.0,68.2,7.8,24.0,,
2024-04,LKA003,28.4,96.1,2.4,1.5,,
2024-04,LTU002,100.0,98.6,0.0,1.4,0.0,0.0
2024-04,LVA002,100.0,97.5,0.0,2.5,0.0,0.0
2024-04,MAR001,100.0,92.6,6.0,1.4,,
2024-04,MAR002,100.0,99.9,0.0,0.1,,
2024-04,MAR003,17.3,57.6,34.8,7.6,,
2024-04,MDA002,100.0,95.6,0.0,4.4,0.0,0.0
2024-04,MDG001,27.5,0.0,73.0,26.5,0.5,0.0
